SOURCE,type,trt_functional,order,replicates,insect_dens,insect_densSE,damagescore,damagescore_SE,application,app_SE,rate,cost,yield1,yield1_SE,yield2,yield2_SE,disease,dis_rating,disrating_SE,beneficial insect,beneficial insect value,beneficial insect_SE,,,,,,,,,,,,,,,
68,field,standard,lepidoptera,5,.,.,6.98,.,6,.,100 l/ha,.,1216.5,.,.,.,.,.,.,"Coccinellids, Syrphidae, Spider mites, Ants",5.6,.,,,,,,,,,,,,,,,
68,field,threshold,lepidoptera,5,.,.,.,.,5,.,100 l/ha,.,2029.2,.,.,.,.,.,.,"Coccinellids, Syrphidae, Spider mites, Ants",.,.,,,,,,,,,,,,,,,
68,field,threshold,lepidoptera,5,.,.,5.97,.,7.2,.,100 l/ha,.,2670.6,.,.,.,.,.,.,"Coccinellids, Syrphidae, Spider mites, Ants",.,.,,,,,,,,,,,,,,,
68,field,threshold,lepidoptera,5,.,.,10.74,.,6.6,.,100 l/ha,.,1330.5,.,.,.,.,.,.,"Coccinellids, Syrphidae, Spider mites, Ants",.,.,,,,,,,,,,,,,,,
68,field,threshold,lepidoptera,5,.,.,5.64,.,5.8,.,100 l/ha,.,1247.7,.,.,.,.,.,.,"Coccinellids, Syrphidae, Spider mites, Ants",15.8,.,,,,,,,,,,,,,,,
68,field,threshold,lepidoptera,5,.,.,17.42,.,5.2,.,100 l/ha,.,1793,.,.,.,.,.,.,"Coccinellids, Syrphidae, Spider mites, Ants",39,.,,,,,,,,,,,,,,,
69,specialty,control,lepidoptera,4,.,.,35.18,.,0,.,1.0 l/ha,.,28,.,.,.,.,.,.,Number natural enemies,127.5,.,,,,,,,,,,,,,,,
69,specialty,standard,lepidoptera,4,.,.,29.54,.,25,.,1.0 l/ha,.,30,.,.,.,.,.,.,Number natural enemies,33.5,.,,,,,,,,,,,,,,,
69,specialty,threshold,lepidoptera,4,.,.,30.86,.,8.5,.,1.0 l/ha,.,7.7,.,.,.,.,.,.,Number natural enemies,44,.,,,,,,,,,,,,,,,
70,specialty,control,diptera,10,.,.,1.72,5.08,0,0,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
70,specialty,standard,diptera,10,.,.,0.06,0.11,4.1,0.3,115 g (AI)/379 liters,,,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
70,specialty,standard,diptera,10,.,.,0.13,0.41,2.6,0.8,113 g (AI)/379 liters,,,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
70,specialty,threshold,diptera,10,.,.,0.08,0.14,2.7,1.1,114 g (AI)/379 liters,,,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
70,specialty,threshold,diptera,10,.,.,0.23,0.66,2.2,0.9,116 g (AI)/379 liters,,,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
71,field,control,hemiptera,4,6.72,.,.,.,0,.,.,.,774.01,83.99,1449.9,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
71,field,control,hemiptera,4,.,.,.,.,0,.,0.81 + 0.053 kg ai/ha,.,767.91,31.14,1434.26,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
71,field,standard,hemiptera,4,.,.,.,.,5.79,.,0.81 + 0.053 kg ai/ha,.,991,54.39,1857.57,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
71,field,threshold,hemiptera,4,.,.,.,.,2.3,.,.,.,1305.42,37.58,2375.25,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
71,field,threshold,hemiptera,4,.,.,.,.,3.49,.,0.81 + 0.053 kg ai/ha,.,962.82,71.18,1693.23,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
72,field,control,lepidoptera,4,14.6,.,.,.,0,.,,,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
72,field,control,lepidoptera,4,19.6,.,.,.,0,.,,,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
72,field,control,lepidoptera,4,10.5,.,.,.,0,.,,,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
72,field,control,lepidoptera,4,30.1,.,.,.,0,.,,,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
72,field,control,lepidoptera,4,27.4,.,.,.,0,.,,,118,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
72,field,control,lepidoptera,4,41.3,.,.,.,0,.,,,118,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
72,field,control,lepidoptera,4,41.2,.,.,.,0,.,,,118,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
72,field,control,lepidoptera,4,18.6,.,.,.,0,.,,,118,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
72,field,threshold,lepidoptera,4,5.4,.,.,.,1,.,.,,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
72,field,threshold,lepidoptera,4,8.1,.,.,.,1,.,,,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
72,field,threshold,lepidoptera,4,5.1,.,.,.,3,.,,,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
72,field,threshold,lepidoptera,4,7.9,.,.,.,2,.,,,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
72,field,threshold,lepidoptera,4,4.3,.,.,.,1,.,,,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
72,field,threshold,lepidoptera,4,5.4,.,.,.,1,.,,,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
72,field,threshold,lepidoptera,4,5,.,.,.,3,.,,,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
72,field,threshold,lepidoptera,4,5.3,.,.,.,3,.,,,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
72,field,threshold,lepidoptera,4,6.2,.,.,.,2,.,,,128,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
72,field,threshold,lepidoptera,4,4,.,.,.,1,.,,,127,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
72,field,threshold,lepidoptera,4,5.4,.,.,.,2,.,,,128,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
72,field,threshold,lepidoptera,4,7.2,.,.,.,2,.,,,127,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
72,field,threshold,lepidoptera,4,6.2,.,.,.,1,.,,,128,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
72,field,threshold,lepidoptera,4,8.9,.,.,.,1,.,,,127,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
72,field,threshold,lepidoptera,4,7,.,.,.,2,.,,,128,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
72,field,threshold,lepidoptera,4,10.6,.,.,.,2,.,,,127,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
73,field,control,numerous,4,.,.,.,.,0,.,.,0,1.7,0.03,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
73,field,control,numerous,4,.,.,.,.,0,.,.,0,0.12,0.02,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
73,field,control,numerous,4,.,.,.,.,1,.,.,0,0.17,0.02,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
73,field,control,numerous,4,.,.,.,.,0,.,.,0,4.77,0.13,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
73,field,control,numerous,4,.,.,.,.,0,.,.,0,4.23,0.17,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
73,field,control,numerous,4,.,.,.,.,0,.,.,0,4.65,0.12,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
73,field,control,numerous,4,.,.,.,.,0,.,.,0,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
73,field,standard,numerous,4,.,.,.,.,2,.,.,10.58,1.82,0.04,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
73,field,standard,numerous,4,.,.,.,.,3,.,.,5.3,0.24,0.02,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
73,field,standard,numerous,4,.,.,.,.,2,.,.,10.91,0.21,0.01,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
73,field,standard,numerous,4,.,.,.,.,1,.,.,4.95,4.63,0.27,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
73,field,standard,numerous,4,.,.,.,.,1,.,.,4.63,4.18,0.06,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
73,field,standard,numerous,4,.,.,.,.,2,.,.,6.93,4.86,0.12,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
73,field,standard,numerous,4,.,.,.,.,1,.,.,5.14,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
73,field,threshold,numerous,4,.,.,.,.,1,.,.,0.54,1.72,0.04,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
73,field,threshold,numerous,4,.,.,.,.,2,.,.,47.69,0.23,0.03,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
73,field,threshold,numerous,4,.,.,.,.,0,.,.,0,0.25,0.02,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
73,field,threshold,numerous,4,.,.,.,.,0,.,.,0,4.58,0.22,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
73,field,threshold,numerous,4,.,.,.,.,0,.,.,0,4.23,0.01,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
73,field,threshold,numerous,4,.,.,.,.,1,.,.,6.5,4.45,0.03,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
73,field,threshold,numerous,4,.,.,.,.,0,.,.,0,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
74,specialty,control,hemiptera,4,.,.,.,.,0,.,887 L/ha,.,1493.51,87.61,0.557,0.009,huanglongbing (HLB) (citrus greening disease),.,.,.,.,.,,,,,,,,,,,,,,,
74,specialty,control,hemiptera,4,.,.,.,.,0,.,887 L/ha,.,1703.2,234.46,0.474,0.01,huanglongbing (HLB) (citrus greening disease),31.35,.,.,.,.,,,,,,,,,,,,,,,
74,specialty,control,hemiptera,4,.,.,.,.,0,.,887 L/ha,0,1433.46,87.54,0.574,0.014,huanglongbing (HLB) (citrus greening disease),.,.,.,.,.,,,,,,,,,,,,,,,
74,specialty,control,hemiptera,4,.,.,.,.,0,.,887 L/ha,0,1670.55,56.52,0.553,0.006,huanglongbing (HLB) (citrus greening disease),39.965,.,.,.,.,,,,,,,,,,,,,,,
74,specialty,control,hemiptera,4,.,.,.,.,0,.,887 L/ha,0,1560.05,132.68,0.56,0.011,huanglongbing (HLB) (citrus greening disease),.,.,.,.,.,,,,,,,,,,,,,,,
74,specialty,control,hemiptera,4,.,.,.,.,0,.,887 L/ha,0,1887.77,113.51,0.618,0.01,huanglongbing (HLB) (citrus greening disease),65.02,.,.,.,.,,,,,,,,,,,,,,,
74,specialty,control,hemiptera,4,.,.,.,.,0,.,887 L/ha,0,1709.76,33.7,0.572,0.011,huanglongbing (HLB) (citrus greening disease),.,.,.,.,.,,,,,,,,,,,,,,,
74,specialty,control,hemiptera,4,.,.,.,.,0,.,887 L/ha,0,1281.89,73.33,0.58,0.015,huanglongbing (HLB) (citrus greening disease),99.75,.,.,.,.,,,,,,,,,,,,,,,
74,specialty,standard,hemiptera,4,.,.,.,.,11,.,887 L/ha,.,1515.78,60.09,0.561,0.016,huanglongbing (HLB) (citrus greening disease),.,.,.,.,.,,,,,,,,,,,,,,,
74,specialty,standard,hemiptera,4,.,.,.,.,11,.,887 L/ha,.,1603.36,376.39,0.482,0.004,huanglongbing (HLB) (citrus greening disease),48.9,.,.,.,.,,,,,,,,,,,,,,,
74,specialty,standard,hemiptera,4,.,.,.,.,9,.,887 L/ha,1077.3,1816.93,56.9,0.525,0.019,huanglongbing (HLB) (citrus greening disease),.,.,.,.,.,,,,,,,,,,,,,,,
74,specialty,standard,hemiptera,4,.,.,.,.,11,.,887 L/ha,1262,1812.68,385.03,0.525,0.008,huanglongbing (HLB) (citrus greening disease),44.285,.,.,.,.,,,,,,,,,,,,,,,
74,specialty,standard,hemiptera,4,.,.,.,.,10,.,887 L/ha,1102,1727.39,81.6,0.547,0.016,huanglongbing (HLB) (citrus greening disease),.,.,.,.,.,,,,,,,,,,,,,,,
74,specialty,standard,hemiptera,4,.,.,.,.,9,.,887 L/ha,960,2289.94,141.2,0.584,0.01,huanglongbing (HLB) (citrus greening disease),61.28,.,.,.,.,,,,,,,,,,,,,,,
74,specialty,standard,hemiptera,4,.,.,.,.,9,.,887 L/ha,1156.2,2014.54,51.63,0.591,0.016,huanglongbing (HLB) (citrus greening disease),.,.,.,.,.,,,,,,,,,,,,,,,
74,specialty,standard,hemiptera,4,.,.,.,.,9,.,887 L/ha,1099,1962.02,152.46,0.588,0.003,huanglongbing (HLB) (citrus greening disease),67.49,.,.,.,.,,,,,,,,,,,,,,,
74,specialty,threshold,hemiptera,4,.,.,.,.,1,.,887 L/ha,.,1468.84,108.2,0.535,0.012,huanglongbing (HLB) (citrus greening disease),.,.,.,.,.,,,,,,,,,,,,,,,
74,specialty,threshold,hemiptera,4,.,.,.,.,1,.,887 L/ha,.,1512.69,198.03,0.496,0.024,huanglongbing (HLB) (citrus greening disease),43.86,.,.,.,.,,,,,,,,,,,,,,,
74,specialty,threshold,hemiptera,4,.,.,.,.,1,.,887 L/ha,84.3,1523.86,102.56,0.558,0.02,huanglongbing (HLB) (citrus greening disease),.,.,.,.,.,,,,,,,,,,,,,,,
74,specialty,threshold,hemiptera,4,.,.,.,.,1,.,887 L/ha,71,1711.75,314.24,0.557,0.012,huanglongbing (HLB) (citrus greening disease),46.35,.,.,.,.,,,,,,,,,,,,,,,
74,specialty,threshold,hemiptera,4,.,.,.,.,1,.,887 L/ha,70.9,1615.49,130.82,0.568,0.026,huanglongbing (HLB) (citrus greening disease),.,.,.,.,.,,,,,,,,,,,,,,,
74,specialty,threshold,hemiptera,4,.,.,.,.,1,.,887 L/ha,119,1765.26,270.1,0.598,0.007,huanglongbing (HLB) (citrus greening disease),62.57,.,.,.,.,,,,,,,,,,,,,,,
74,specialty,threshold,hemiptera,4,.,.,.,.,1,.,887 L/ha,83.1,1617.61,71.45,0.588,0.014,huanglongbing (HLB) (citrus greening disease),.,.,.,.,.,,,,,,,,,,,,,,,
74,specialty,threshold,hemiptera,4,.,.,.,.,2,.,887 L/ha,169,1527.17,258.82,0.59,0.003,huanglongbing (HLB) (citrus greening disease),87.23,.,.,.,.,,,,,,,,,,,,,,,
75,specialty,control,hemiptera,3,15.68,.,215.17,9.41,0,.,935 L/ha,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
75,specialty,control,hemiptera,3,30.4,.,177.27,24.25,0,.,935 L/ha,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
75,specialty,standard,hemiptera,3,4.37,.,68.6,16.15,19,.,935 L/ha,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
75,specialty,standard,hemiptera,3,15.55,.,89.47,16.41,21,.,935 L/ha,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
75,specialty,threshold,hemiptera,3,7.7,.,104.85,15.38,13,.,935 L/ha,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
75,specialty,threshold,hemiptera,3,7.35,.,101.93,17.48,11,.,935 L/ha,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
76,specialty,control,hemiptera,4,.,.,.,.,0,.,.,0,.,.,52,5.1,.,.,.,.,.,.,,,,,,,,,,,,,,,
76,specialty,control,hemiptera,4,.,.,.,.,0,.,.,0,.,.,63,3.6,.,.,.,.,.,.,,,,,,,,,,,,,,,
76,specialty,standard,hemiptera,4,.,.,.,.,3,.,.,401.8,.,.,72,4.7,.,.,.,.,.,.,,,,,,,,,,,,,,,
76,specialty,standard,hemiptera,4,.,.,.,.,3,.,.,132.9,.,.,68,4.9,.,.,.,.,.,.,,,,,,,,,,,,,,,
76,specialty,standard,hemiptera,4,.,.,.,.,5,.,.,669.6,.,.,93,1.9,.,.,.,.,.,.,,,,,,,,,,,,,,,
76,specialty,standard,hemiptera,4,.,.,.,.,5,.,.,205.8,.,.,85,3.3,.,.,.,.,.,.,,,,,,,,,,,,,,,
76,specialty,threshold,hemiptera,4,.,.,.,.,1,.,.,88.6,.,.,47,5.9,.,.,.,.,.,.,,,,,,,,,,,,,,,
76,specialty,threshold,hemiptera,4,.,.,.,.,1,.,.,133.9,.,.,53,5.5,.,.,.,.,.,.,,,,,,,,,,,,,,,
76,specialty,threshold,hemiptera,4,.,.,.,.,1,.,.,133.9,.,.,90,3.8,.,.,.,.,.,.,,,,,,,,,,,,,,,
76,specialty,threshold,hemiptera,4,.,.,.,.,1,.,.,44.3,.,.,71,4.8,.,.,.,.,.,.,,,,,,,,,,,,,,,
77,field,control,Hemiptera and Lepidoptera,4,8.9,.,51.38,.,0,.,93.5 l/ha,.,2115.38,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
77,field,control,Hemiptera and Lepidoptera,4,5.35,.,67.68,.,0,.,93.5 l/ha,.,769.23,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
77,field,control,Hemiptera and Lepidoptera,4,2.69,.,62.7,.,0,.,93.5 l/ha,.,1461.54,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
77,field,control,Hemiptera and Lepidoptera,4,1.9,.,64.33,.,0,.,93.5 l/ha,.,423.08,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
77,field,control,Hemiptera and Lepidoptera,4,8.47,.,33.45,.,0,.,93.5 l/ha,.,3250,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
77,field,control,Hemiptera and Lepidoptera,4,9.21,.,37.53,.,0,.,93.5 l/ha,.,2833.33,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
77,field,control,Hemiptera and Lepidoptera,4,7.57,.,30.53,.,0,.,93.5 l/ha,.,4111.11,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
77,field,control,Hemiptera and Lepidoptera,4,5.88,.,47.84,.,0,.,93.5 l/ha,.,2666.67,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
77,field,control,Hemiptera and Lepidoptera,4,6.26,.,35.66,.,0,.,93.5 l/ha,.,2212.29,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
77,field,control,Hemiptera and Lepidoptera,4,3.6,.,30.61,.,0,.,93.5 l/ha,.,1564.25,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
77,field,control,Hemiptera and Lepidoptera,4,2.78,.,21.45,.,0,.,93.5 l/ha,.,2793.3,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
77,field,control,Hemiptera and Lepidoptera,4,2.36,.,28.96,.,0,.,93.5 l/ha,.,1139.66,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
77,field,standard,Hemiptera and Lepidoptera,4,0.9,.,8.01,.,8,.,93.5 l/ha,.,2807.69,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
77,field,standard,Hemiptera and Lepidoptera,4,0.62,.,40,.,4,.,93.5 l/ha,.,2115.38,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
77,field,standard,Hemiptera and Lepidoptera,4,0.4,.,4.28,.,4,.,93.5 l/ha,.,4333.33,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
77,field,standard,Hemiptera and Lepidoptera,4,0.27,.,5.25,.,4,.,93.5 l/ha,.,4083.33,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
77,field,standard,Hemiptera and Lepidoptera,4,0.61,.,8.75,.,4,.,93.5 l/ha,.,4388.89,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
77,field,standard,Hemiptera and Lepidoptera,4,0.95,.,8.94,.,4,.,93.5 l/ha,.,4222.22,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
77,field,standard,Hemiptera and Lepidoptera,4,0.65,.,9.15,.,1,.,93.5 l/ha,.,2346.37,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
77,field,standard,Hemiptera and Lepidoptera,4,0.68,.,7.65,.,3,.,93.5 l/ha,.,2346.37,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
77,field,standard,Hemiptera and Lepidoptera,4,0.62,.,9.43,.,2,.,93.5 l/ha,.,3262.57,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
77,field,standard,Hemiptera and Lepidoptera,4,0.87,.,2.05,.,4,.,93.5 l/ha,.,2994.41,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
77,field,threshold,Hemiptera and Lepidoptera,4,1.31,.,34.81,.,2,.,93.5 l/ha,.,2923.08,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
77,field,threshold,Hemiptera and Lepidoptera,4,1.66,.,51.08,.,0,.,93.5 l/ha,.,1750,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
77,field,threshold,Hemiptera and Lepidoptera,4,3.09,.,14.58,.,1,.,93.5 l/ha,.,41666.67,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
77,field,threshold,Hemiptera and Lepidoptera,4,1.56,.,18.86,.,1,.,93.5 l/ha,.,4166.67,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
77,field,threshold,Hemiptera and Lepidoptera,4,1.95,.,21.59,.,1,.,93.5 l/ha,.,2458.1,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
77,field,threshold,Hemiptera and Lepidoptera,4,3.45,.,25.14,.,1,.,93.5 l/ha,.,3307.26,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
78,field,control,lepidoptera,4,.,.,.,.,0,.,.,.,1037,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
78,field,control,lepidoptera,4,.,.,.,.,0,.,.,.,946,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
78,field,control,lepidoptera,4,.,.,.,.,0,.,.,.,1279,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
78,field,control,lepidoptera,4,.,.,.,.,0,.,.,.,1513,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
78,field,standard,lepidoptera,4,.,.,.,.,3,.,.,.,1392,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
78,field,standard,lepidoptera,4,.,.,.,.,4,.,.,.,1233,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
78,field,standard,lepidoptera,4,.,.,.,.,4,.,.,.,1538,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
78,field,standard,lepidoptera,4,.,.,.,.,4,.,.,.,1623,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
78,field,threshold,lepidoptera,4,.,.,.,.,2,.,.,.,1161,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
78,field,threshold,lepidoptera,4,.,.,.,.,2,.,.,.,1064,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
78,field,threshold,lepidoptera,4,.,.,.,.,3,.,.,.,1461,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
78,field,threshold,lepidoptera,4,.,.,.,.,3,.,.,.,1565,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
79,field,control,hemiptera,4,.,.,89.2,.,0,.,10 gal/acre,.,0,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
79,field,standard,hemiptera,4,.,.,16.1,.,10,.,10 gal/acre,.,34,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
79,field,threshold,hemiptera,4,.,.,13,.,8,.,10 gal/acre,.,29,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
80,field,control,hemiptera,3,4.12,.,.,.,0,.,.,.,830.5,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
80,field,control,hemiptera,3,8.19,.,.,.,0,.,.,.,504.59,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
80,field,standard,hemiptera,3,0.48,.,.,.,2,.,.,.,902.25,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
80,field,standard,hemiptera,3,0.79,.,.,.,2.5,.,.,.,1051.77,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
80,field,threshold,hemiptera,3,1.44,.,.,.,3.5,.,.,.,1069.51,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
80,field,threshold,hemiptera,3,5.16,.,.,.,5,.,.,.,927.71,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
81,field,control,hemiptera,3,1.6,0.15,.,.,0,.,.,0,3729,65.4,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
81,field,control,hemiptera,3,1.9,0.16,.,.,0,.,.,0,1810,48.52,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
81,field,control,hemiptera,3,4.9,0.3,.,.,0,.,.,0,1044,42.04,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
81,field,control,hemiptera,3,4.3,0.41,.,.,0,.,.,0,660,30.13,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
81,field,control,hemiptera,3,1,1.03,.,.,0,.,.,0,1882,45.99,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
81,field,control,hemiptera,3,9.6,1.1,.,.,0,.,.,0,1074,45.55,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
81,field,threshold,hemiptera,3,2,0.03,.,.,3,.,.,169.51,1874,166.22,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
81,field,threshold,hemiptera,3,2,0.03,.,.,3,.,.,169.51,1172,115.17,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
81,field,threshold,hemiptera,3,1.2,0.05,.,.,1,.,.,56.5,4713,67.43,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
81,field,threshold,hemiptera,3,1.4,0.15,.,.,1,.,.,56.5,2685,51.92,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
81,field,threshold,hemiptera,3,1.9,0.37,.,.,3,.,.,169.51,4042,46.19,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
81,field,threshold,hemiptera,3,2,0.38,.,.,3,.,.,169.51,2374,56.46,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
82,field,control,hemiptera,4,.,.,45.43,.,0,.,5.8 gal/acre,.,1415.6,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
82,field,standard,hemiptera,4,.,.,15.43,.,3,.,5.8 gal/acre,.,1488.3,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
82,field,threshold,hemiptera,4,.,.,29.2,.,2,.,5.8 gal/acre,.,1416,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
83,field,control,hemiptera,2,.,.,.,.,0,.,.,.,1116.25,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
83,field,control,hemiptera,3,.,.,.,.,0,.,.,.,1110.44,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
83,field,control,hemiptera,7,.,.,.,.,0,.,.,.,1299.39,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
83,field,standard,hemiptera,2,.,.,.,.,6,.,.,.,1172.47,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
83,field,standard,hemiptera,3,.,.,.,.,6.67,.,.,.,1239.76,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
83,field,standard,hemiptera,7,.,.,.,.,6,.,.,.,1382.43,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
